"logIndex","timestamp","status","PackTemp","PackTemp-l","PackSOC","Vpack","MotAmps","BattAmps","Mods","MotTemp","CtrlTemp","MotRPM","0Module00DisconnectingHPmodvolt","0Module01DisconnectingHPmodvolt","0Module01Registeredmodvolt","0Module00Registeredmodvolt","minsys","diff"
1355,1403700079000,"Riding","28C","24C","82%","110.908V","0","0","11","24C","13C","0",,,,,,
1356,1403700082000,"Riding","28C","24C","82%","110.906V","0","0","11","24C","13C","0",,,,,,
1357,1403700085000,"Riding","28C","24C","82%","110.905V","0","0","11","24C","13C","0",,,,,,
1358,1403700088000,"Riding","28C","24C","82%","110.843V","91","1","11","24C","13C","16",,,,,,
1359,1403700091000,"Riding","28C","24C","82%","110.879V","0","0","11","24C","14C","149",,,,,,
1360,1403700094000,"Riding","28C","24C","82%","110.886V","0","0","11","24C","14C","0",,,,,,
1361,1403700097000,"Riding","28C","24C","82%","110.891V","0","0","11","25C","14C","0",,,,,,
1362,1403700100000,"Riding","28C","24C","82%","110.888V","0","0","11","24C","14C","0",,,,,,
1363,1403700103000,"Riding","28C","24C","82%","110.894V","0","0","11","24C","14C","0",,,,,,
1364,1403700106000,"Riding","28C","24C","82%","110.889V","0","0","11","25C","14C","0",,,,,,
1365,1403700109000,"Riding","28C","24C","82%","110.889V","0","0","11","24C","13C","0",,,,,,
1366,1403700112000,"Riding","28C","24C","82%","110.890V","0","0","11","24C","13C","0",,,,,,
1367,1403700115000,"Riding","28C","24C","82%","110.891V","0","0","11","24C","13C","0",,,,,,
1368,1403700118000,"Riding","28C","24C","82%","110.891V","0","0","11","24C","13C","0",,,,,,
1369,1403700121000,"Riding","28C","24C","82%","110.890V","0","0","11","24C","13C","0",,,,,,
1370,1403700124000,"Riding","28C","24C","82%","110.890V","0","0","11","24C","13C","0",,,,,,
1371,1403700127000,"Riding","28C","24C","82%","110.890V","0","0","11","24C","13C","0",,,,,,
1372,1403700130000,"Riding","28C","24C","82%","106.759V","419","126","11","24C","14C","1104",,,,,,
1373,1403700133000,"Riding","28C","24C","82%","101.982V","419","259","11","26C","14C","2430",,,,,,
1374,1403700136000,"Riding","28C","24C","82%","109.476V","0","-3","11","29C","17C","2608",,,,,,
1375,1403700139000,"Riding","28C","24C","82%","100.036V","419","314","11","30C","19C","2988",,,,,,
1376,1403700142000,"Riding","29C","24C","80%","94.894V","346","416","11","31C","21C","3931",,,,,,
1377,1403700145000,"Riding","30C","25C","80%","108.181V","0","-4","11","35C","23C","2796",,,,,,
1378,1403700148000,"Riding","30C","25C","80%","106.945V","128","48","11","35C","24C","1619",,,,,,
1379,1403700151000,"Riding","30C","25C","80%","101.963V","419","219","11","35C","24C","1950",,,,,,
1380,1403700154000,"Riding","30C","25C","80%","96.137V","406","391","11","36C","24C","3363",,,,,,
1381,1403700157000,"Riding","31C","26C","80%","93.831V","336","425","11","38C","26C","4008",,,,,,
1382,1403700160000,"Riding","32C","26C","80%","101.595V","104","127","11","42C","27C","4439",,,,,,
1384,1403700163000,"Riding","32C","27C","80%","106.372V","0","-4","11","43C","29C","3485",,,,,,
1386,1403700166000,"Riding","32C","27C","80%","106.924V","0","-1","11","44C","29C","2633",,,,,,
1388,1403700169000,"Riding","32C","27C","78%","94.687V","406","382","11","43C","28C","3349",,,,,,
1390,1403700172000,"Riding","33C","28C","78%","104.528V","0","-4","11","44C","28C","4047",,,,,,
1392,1403700175000,"Riding","33C","28C","78%","93.161V","304","394","11","46C","30C","4157",,,,,,
1394,1403700178000,"Riding","34C","29C","76%","94.610V","190","268","11","47C","31C","4594",,,,,,
1396,1403700181000,"Riding","35C","29C","76%","97.776V","140","198","11","49C","31C","4536",,,,,,
1398,1403700184000,"Riding","35C","30C","76%","102.792V","0","5","11","50C","32C","4585",,,,,,
1400,1403700187000,"Riding","36C","30C","76%","104.305V","0","-3","11","52C","33C","2894",,,,,,
1402,1403700190000,"Riding","36C","30C","76%","104.955V","0","-1","11","51C","32C","1337",,,,,,
1404,1403700193000,"Riding","36C","30C","76%","98.985V","419","203","11","51C","32C","1855",,,,,,
1406,1403700196000,"Riding","36C","30C","76%","101.283V","152","101","11","51C","32C","2767",,,,,,
1408,1403700199000,"Riding","36C","30C","76%","99.775V","170","136","11","52C","33C","3257",,,,,,
1410,1403700202000,"Riding","36C","31C","76%","104.047V","50","22","11","53C","34C","2744",,,,,,
1412,1403700205000,"Riding","36C","31C","73%","93.040V","408","377","11","52C","34C","3265",,,,,,
1414,1403700208000,"Riding","36C","31C","73%","91.631V","272","363","11","53C","34C","4112",,,,,,
1416,1403700211000,"Riding","37C","32C","73%","92.034V","217","304","11","55C","36C","4439",,,,,,
1418,1403700214000,"Riding","38C","32C","71%","101.946V","0","-2","11","56C","37C","4173",,,,,,
1420,1403700217000,"Riding","38C","33C","71%","99.912V","161","122","11","58C","38C","2952",,,,,,
1422,1403700220000,"Riding","38C","33C","71%","103.433V","0","-2","11","57C","37C","2294",,,,,,
1424,1403700223000,"Riding","38C","33C","71%","102.217V","200","66","11","56C","36C","1299",,,,,,
1426,1403700226000,"Riding","38C","33C","71%","97.405V","419","243","11","55C","35C","2202",,,,,,
1428,1403700229000,"Riding","38C","33C","71%","102.702V","0","-7","11","56C","35C","3290",,,,,,
1430,1403700232000,"Riding","39C","33C","71%","103.684V","0","-2","11","57C","36C","1862",,,,,,
1432,1403700235000,"Riding","39C","33C","71%","99.256V","419","193","11","57C","36C","1673",,,,,,
1434,1403700238000,"Riding","39C","33C","71%","95.106V","419","326","11","56C","36C","2877",,,,,,
1436,1403700241000,"Riding","39C","33C","71%","97.277V","192","173","11","58C","37C","3698",,,,,,
1438,1403700244000,"Riding","39C","34C","71%","102.897V","0","-2","11","60C","39C","2418",,,,,,
1440,1403700247000,"Riding","40C","34C","71%","102.332V","163","46","11","60C","40C","1183",,,,,,
1442,1403700250000,"Riding","40C","34C","71%","97.178V","419","255","11","59C","39C","2262",,,,,,
1444,1403700253000,"Riding","40C","34C","71%","97.689V","244","194","11","60C","40C","3142",,,,,,
1446,1403700256000,"Riding","40C","34C","69%","91.530V","309","398","11","60C","40C","3861",,,,,,
1448,1403700259000,"Riding","41C","35C","67%","92.109V","225","341","11","62C","42C","4418",,,,,,
1450,1403700262000,"Riding","42C","35C","67%","100.949V","0","-2","11","64C","43C","3992",,,,,,
1452,1403700265000,"Riding","42C","36C","67%","101.991V","0","-2","11","65C","43C","1656",,,,,,
1454,1403700268000,"Riding","42C","36C","67%","98.720V","419","158","11","64C","43C","1372",,,,,,
1456,1403700271000,"Riding","42C","36C","67%","95.020V","419","283","11","63C","42C","2567",,,,,,
1458,1403700274000,"Riding","42C","36C","67%","92.734V","324","347","11","64C","43C","3595",,,,,,
1460,1403700277000,"Riding","42C","36C","67%","101.142V","0","-3","11","66C","44C","3614",,,,,,
1462,1403700280000,"Riding","43C","36C","67%","101.980V","0","-1","11","67C","44C","2078",,,,,,
1464,1403700283000,"Riding","43C","37C","67%","100.375V","288","91","11","65C","44C","1162",,,,,,
1466,1403700286000,"Riding","43C","36C","67%","95.712V","419","270","11","65C","43C","2357",,,,,,
1468,1403700289000,"Riding","43C","37C","67%","92.635V","364","372","11","66C","43C","3438",,,,,,
1470,1403700292000,"Riding","43C","37C","67%","101.291V","0","-3","11","68C","45C","2829",,,,,,
1472,1403700295000,"Riding","43C","37C","67%","101.978V","0","-2","11","69C","46C","1142",,,,,,
1474,1403700298000,"Riding","43C","37C","67%","96.997V","419","218","11","67C","45C","1923",,,,,,
1476,1403700301000,"Riding","43C","37C","63%","95.798V","297","237","11","67C","45C","3053",,,,,,
1478,1403700304000,"Riding","44C","37C","63%","98.077V","260","162","11","69C","46C","2388",,,,,,
1480,1403700307000,"Riding","44C","38C","63%","92.385V","402","388","11","69C","46C","3273",,,,,,
1482,1403700310000,"Riding","44C","38C","63%","91.779V","336","373","11","70C","47C","3705",,,,,,
1484,1403700313000,"Riding","45C","38C","63%","95.652V","200","215","11","70C","49C","3930",,,,,,
1486,1403700316000,"Riding","45C","39C","63%","100.759V","0","-1","11","71C","49C","2588",,,,,,
1488,1403700320000,"Riding","45C","39C","63%","101.349V","0","1","11","70C","49C","1194",,,,,,
1490,1403700323000,"Riding","45C","39C","63%","95.926V","419","244","11","69C","48C","2168",,,,,,
1492,1403700326000,"Riding","45C","39C","63%","100.055V","0","-3","11","70C","48C","3276",,,,,,
1494,1403700329000,"Riding","46C","39C","63%","101.116V","0","0","11","71C","49C","1464",,,,,,
1496,1403700332000,"Riding","46C","39C","63%","101.562V","0","1","11","70C","49C","742",,,,,,
1498,1403700335000,"Riding","46C","39C","63%","101.796V","0","2","11","69C","48C","891",,,,,,
1500,1403700338000,"Riding","45C","39C","63%","101.902V","53","7","11","69C","47C","598",,,,,,
1502,1403700340000,"Riding","45C","39C","63%","102.259V","0","0","11","67C","46C","530",,,,,,
1504,1403700343000,"Riding","45C","39C","63%","102.472V","0","1","11","66C","44C","277",,,,,,
1506,1403700346000,"Riding","45C","39C","63%","102.640V","0","0","11","65C","43C","117",,,,,,
1508,1403700349000,"Riding","45C","38C","63%","102.797V","0","1","11","64C","42C","0",,,,,,
1510,1403700353000,"Riding","45C","38C","63%","102.928V","0","0","11","62C","41C","0",,,,,,
1512,1403700356000,"Riding","45C","38C","63%","103.045V","0","0","11","62C","40C","0",,,,,,
1514,1403700359000,"Riding","44C","38C","63%","103.146V","0","0","11","61C","39C","0",,,,,,
1516,1403700362000,"Riding","44C","38C","63%","103.238V","0","-1","11","61C","39C","11",,,,,,
1518,1403700365000,"Riding","44C","38C","63%","103.324V","0","0","11","61C","38C","0",,,,,,
1520,1403700368000,"Riding","44C","38C","63%","103.397V","0","-1","11","60C","37C","0",,,,,,
1522,1403700371000,"Riding","44C","38C","63%","103.467V","0","1","11","60C","37C","0",,,,,,
1524,1403700374000,"Riding","44C","38C","63%","103.531V","0","0","11","59C","36C","0",,,,,,
1526,1403700377000,"Riding","44C","38C","63%","103.589V","0","0","11","59C","36C","0",,,,,,
1528,1403700380000,"Riding","44C","38C","63%","103.641V","0","0","11","58C","35C","0",,,,,,
1530,1403700383000,"Riding","44C","38C","63%","103.688V","0","0","11","58C","35C","0",,,,,,
1532,1403700386000,"Riding","44C","38C","63%","103.731V","0","0","11","57C","35C","0",,,,,,
1534,1403700389000,"Riding","44C","38C","63%","103.777V","0","0","11","57C","34C","0",,,,,,
1536,1403700392000,"Riding","43C","38C","63%","103.813V","0","0","11","56C","34C","0",,,,,,
1538,1403700395000,"Riding","43C","38C","63%","103.847V","0","0","11","56C","34C","0",,,,,,
1540,1403700398000,"Riding","43C","37C","63%","103.876V","0","0","11","55C","34C","0",,,,,,
1542,1403700401000,"Riding","43C","37C","63%","103.908V","0","0","11","55C","33C","0",,,,,,
1544,1403700404000,"Riding","43C","37C","63%","103.936V","0","0","11","55C","33C","0",,,,,,
1546,1403700407000,"Riding","43C","37C","63%","103.963V","0","0","11","54C","33C","0",,,,,,
1548,1403700410000,"Riding","43C","37C","63%","103.983V","0","0","11","54C","33C","0",,,,,,
1550,1403700413000,"Riding","43C","37C","63%","104.004V","0","0","11","53C","33C","0",,,,,,
1552,1403700416000,"Riding","43C","37C","63%","104.027V","0","0","11","53C","32C","0",,,,,,
1554,1403700419000,"Riding","43C","37C","63%","104.044V","0","0","11","53C","32C","0",,,,,,
1556,1403700422000,"Riding","43C","37C","63%","104.066V","0","0","11","52C","32C","0",,,,,,
1558,1403700425000,"Riding","43C","37C","63%","104.083V","0","0","11","52C","32C","0",,,,,,
1560,1403700428000,"Riding","43C","37C","63%","104.099V","0","0","11","51C","32C","0",,,,,,
1561,1403700431000,"Riding","43C","37C","63%","104.112V","0","0","11","51C","32C","0",,,,,,
1562,1403700434000,"Riding","43C","37C","63%","104.126V","0","0","11","51C","31C","0",,,,,,
1563,1403700437000,"Riding","43C","37C","63%","104.137V","0","0","11","50C","31C","0",,,,,,
1564,1403700440000,"Riding","43C","37C","63%","104.151V","0","0","11","50C","31C","0",,,,,,
1565,1403700443000,"Riding","42C","37C","63%","104.163V","0","0","11","50C","31C","0",,,,,,
1566,1403700446000,"Riding","42C","37C","63%","104.174V","0","0","11","50C","31C","0",,,,,,
1567,1403700449000,"Riding","42C","37C","63%","104.185V","0","0","11","49C","31C","0",,,,,,
1568,1403700452000,"Riding","42C","37C","63%","104.192V","0","-1","11","49C","31C","0",,,,,,
1569,1403700455000,"Riding","42C","37C","63%","104.203V","0","-1","11","49C","31C","0",,,,,,
1570,1403700458000,"Riding","42C","37C","63%","104.212V","0","0","11","48C","30C","0",,,,,,
1571,1403700461000,"Riding","42C","37C","63%","104.222V","0","0","11","48C","30C","0",,,,,,
1572,1403700464000,"Riding","42C","36C","63%","104.228V","0","0","11","48C","30C","0",,,,,,
1573,1403700467000,"Riding","42C","36C","63%","104.235V","0","-1","11","47C","30C","0",,,,,,
1574,1403700470000,"Riding","42C","36C","63%","104.244V","0","0","11","47C","30C","0",,,,,,
1575,1403700473000,"Riding","42C","36C","63%","104.252V","0","1","11","47C","30C","0",,,,,,
1576,1403700476000,"Riding","42C","36C","63%","104.258V","0","0","11","47C","30C","0",,,,,,
1577,1403700479000,"Riding","42C","36C","63%","104.261V","0","1","11","47C","30C","0",,,,,,
1578,1403700482000,"Riding","42C","36C","63%","104.271V","0","0","11","46C","30C","0",,,,,,
1579,1403700485000,"Riding","42C","36C","63%","104.275V","0","-1","11","46C","30C","0",,,,,,
1580,1403700488000,"Riding","42C","36C","63%","104.279V","0","0","11","46C","30C","0",,,,,,
1581,1403700491000,"Riding","42C","36C","63%","104.285V","0","-1","11","46C","30C","0",,,,,,
1582,1403700494000,"Riding","42C","36C","63%","104.294V","0","-1","11","45C","30C","0",,,,,,
1583,1403700497000,"Riding","42C","36C","63%","104.298V","0","-1","11","45C","29C","0",,,,,,
1584,1403700500000,"Riding","42C","36C","63%","104.301V","0","0","11","45C","29C","0",,,,,,
1585,1403700503000,"Riding","42C","36C","63%","104.306V","0","1","11","45C","29C","0",,,,,,
1586,1403700506000,"Riding","42C","36C","63%","104.312V","0","-1","11","45C","29C","0",,,,,,
1587,1403700509000,"Riding","42C","36C","63%","104.312V","0","-1","11","45C","29C","0",,,,,,
1588,1403700512000,"Riding","42C","36C","63%","104.320V","0","-1","11","44C","29C","0",,,,,,
1589,1403700515000,"Riding","42C","36C","63%","104.318V","0","-1","11","44C","29C","0",,,,,,
1590,1403700518000,"Riding","42C","36C","63%","104.323V","0","0","11","44C","29C","0",,,,,,
1591,1403700521000,"Riding","41C","36C","63%","104.327V","0","0","11","44C","29C","0",,,,,,
1592,1403700524000,"Riding","42C","36C","63%","104.329V","0","0","11","44C","29C","0",,,,,,
1593,1403700527000,"Riding","41C","36C","63%","104.333V","0","-1","11","44C","29C","0",,,,,,
1594,1403700530000,"Riding","41C","36C","63%","104.338V","0","-1","11","44C","29C","0",,,,,,
1595,1403700533000,"Riding","41C","36C","63%","104.341V","0","0","11","44C","29C","0",,,,,,
1596,1403700536000,"Riding","41C","35C","63%","104.347V","0","0","11","43C","29C","0",,,,,,
1597,1403700539000,"Riding","41C","35C","63%","104.343V","0","0","11","43C","29C","0",,,,,,
1598,1403700542000,"Riding","41C","35C","63%","104.349V","0","0","11","43C","29C","0",,,,,,
1599,1403700545000,"Riding","41C","35C","63%","104.352V","0","0","11","43C","29C","0",,,,,,
1600,1403700548000,"Riding","41C","35C","63%","104.350V","0","0","11","43C","28C","0",,,,,,
1601,1403700551000,"Riding","41C","35C","63%","104.356V","0","0","11","43C","28C","0",,,,,,
1602,1403700554000,"Riding","41C","35C","63%","104.357V","0","0","11","43C","28C","0",,,,,,
1603,1403700557000,"Riding","41C","35C","63%","104.356V","0","0","11","43C","28C","0",,,,,,
1604,1403700560000,"Riding","41C","35C","63%","104.365V","0","0","11","43C","28C","0",,,,,,
1605,1403700563000,"Riding","41C","35C","63%","104.365V","0","0","11","43C","28C","0",,,,,,
1606,1403700566000,"Riding","41C","35C","63%","104.367V","0","0","11","43C","28C","0",,,,,,
1607,1403700569000,"Riding","41C","35C","63%","104.371V","0","0","11","43C","28C","0",,,,,,
1608,1403700572000,"Riding","41C","35C","63%","104.369V","0","0","11","43C","28C","0",,,,,,
1609,1403700575000,"Riding","41C","35C","63%","104.375V","0","-1","11","43C","28C","0",,,,,,
1610,1403700578000,"Riding","41C","35C","63%","104.378V","0","0","11","42C","28C","0",,,,,,
1611,1403700581000,"Riding","41C","35C","63%","104.376V","0","0","11","43C","28C","0",,,,,,
1612,1403700584000,"Riding","41C","35C","63%","104.381V","0","0","11","42C","28C","0",,,,,,
1613,1403700587000,"Riding","41C","35C","63%","104.384V","0","0","11","42C","28C","0",,,,,,
1614,1403700590000,"Riding","41C","35C","63%","104.383V","0","0","11","42C","28C","0",,,,,,
1615,1403700593000,"Riding","41C","35C","63%","104.388V","0","0","11","42C","28C","0",,,,,,
1616,1403700596000,"Riding","41C","35C","63%","104.385V","0","0","11","42C","28C","0",,,,,,
1617,1403700599000,"Riding","41C","35C","63%","104.390V","0","0","11","42C","28C","0",,,,,,
1618,1403700602000,"Riding","41C","35C","63%","104.389V","0","0","11","42C","28C","0",,,,,,
1619,1403700605000,"Riding","41C","35C","63%","104.390V","0","0","11","42C","28C","0",,,,,,
1620,1403700608000,"Riding","40C","35C","63%","104.391V","0","0","11","41C","27C","0",,,,,,
1621,1403700611000,"Riding","40C","35C","63%","104.395V","0","0","11","41C","27C","0",,,,,,
1622,1403700614000,"Riding","40C","35C","63%","104.393V","0","0","11","41C","27C","0",,,,,,
1623,1403700617000,"Riding","40C","35C","63%","104.400V","0","0","11","41C","27C","0",,,,,,
1624,1403700620000,"Riding","40C","35C","63%","104.398V","0","0","11","41C","27C","3",,,,,,
1625,1403700623000,"Riding","40C","35C","63%","104.396V","0","0","11","41C","27C","0",,,,,,
1626,1403700626000,"Riding","40C","35C","63%","104.402V","0","0","11","41C","27C","0",,,,,,
1627,1403700629000,"Riding","40C","35C","63%","104.403V","0","0","11","41C","27C","0",,,,,,
1628,1403700632000,"Riding","40C","35C","63%","104.403V","0","0","11","41C","27C","0",,,,,,
1629,1403700635000,"Riding","40C","35C","63%","104.404V","0","0","11","41C","27C","0",,,,,,
1630,1403700638000,"Riding","40C","35C","63%","104.404V","0","0","11","41C","27C","0",,,,,,
1631,1403700641000,"Riding","40C","35C","63%","104.406V","0","0","11","41C","27C","0",,,,,,
1632,1403700644000,"Riding","40C","34C","63%","104.405V","0","0","11","41C","27C","0",,,,,,
1633,1403700647000,"Riding","40C","34C","63%","104.407V","0","0","11","41C","27C","0",,,,,,
1634,1403700650000,"Riding","40C","34C","63%","104.408V","0","0","11","40C","27C","0",,,,,,
1635,1403700653000,"Riding","40C","34C","63%","104.411V","0","0","11","40C","27C","0",,,,,,
1636,1403700656000,"Riding","40C","34C","63%","104.411V","0","0","11","40C","27C","0",,,,,,
1637,1403700659000,"Riding","40C","34C","63%","104.411V","0","0","11","40C","27C","0",,,,,,
1638,1403700662000,"Riding","40C","34C","63%","104.408V","0","0","11","40C","27C","0",,,,,,
1639,1403700665000,"Riding","40C","34C","63%","104.414V","0","-1","11","40C","27C","0",,,,,,
1640,1403700668000,"Riding","40C","34C","63%","104.414V","0","0","11","40C","27C","0",,,,,,
1641,1403700671000,"Riding","40C","34C","63%","104.416V","0","0","11","40C","27C","0",,,,,,
